SchoolDepartment,CourseTitle,Finish Time,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour,StartTime
Quality Assurance and Risk Mgmt,Jurisdiction of the Year - Ceiling Banner,2019-03-15 19:23:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Graphic Design, Technical Documentation",2019-03-09,14:57:00,2019-03-09 14:57:00
Quality Assurance & Risk Management,Re-brand Elections Address Labels,2019-03-15 19:26:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Graphic Design, Technical Documentation",2019-03-09,15:01:00,2019-03-09 15:01:00
Quality Assurance and Risk Manag,Package Delivery Sign,2019-03-15 19:29:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-03-09,15:02:00,2019-03-09 15:02:00
Quality Assurance and Risk Manag,2020 Census Countdown Widget for Website,2019-03-15 19:40:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,No Skill,2019-03-15,18:53:00,2019-03-15 18:53:00
Quality Assurance and Risk Mgmt,Add New 2020 Census Jobs to Website,2019-03-15 19:45:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,No Skill,2019-03-15,19:03:00,2019-03-15 19:03:00
Quality Assurance and Risk Manag,Redesign Election Envelopes,2019-03-15 19:46:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Writing and Editing, Graphic Design, Proofreading and Quality Assurance",2019-03-15,19:23:00,2019-03-15 19:23:00
Quality Assurance & Risk Management,Redesign Election Inserts,2019-03-15 19:47:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Graphic Design, Proofreading and Quality Assurance, Writing and Editing, Technical Documentation",2019-03-15,19:26:00,2019-03-15 19:26:00
Quality Assurance and Risk Manag,"Print, Cut, Fold 25 Leg Brochures",2019-03-15 19:48:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,Technical Documentation,2019-03-15,19:29:00,2019-03-15 19:29:00
Quality Assurance & Risk Management,Kennel Brochure,2019-03-15 19:49:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Graphic Design, Proofreading and Quality Assurance, Writing and Editing, Video Editing, Technical Documentation",2019-03-15,19:40:00,2019-03-15 19:40:00
Tech Communication and Media,Social Planning,2019-03-15 19:51:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,"Social Media Strategy, Graphic Design, Video Editing, Writing and Editing, Public Outreach and Engagement, Proofreading and Quality Assurance",2019-03-15,19:45:00,2019-03-15 19:45:00
Engineering Leadership and Strat,State of the County on FB,2019-03-19 16:19:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,"Public Outreach and Engagement, Writing and Editing, Social Media Strategy, Video Editing and Production",2019-03-15,19:46:00,2019-03-15 19:46:00
Engineering Leadership and Strat,Design State of the County Live Tweet Graphics,2019-03-26 22:07:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,Graphic Design,2019-03-15,19:47:00,2019-03-15 19:47:00
Eng Leadership and Strategy,Live Tweet at State of the County,2019-04-03 19:51:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-03-15,19:48:00,2019-03-15 19:48:00
Engineering Leadership and Strat,Generate Live Stream FB Keys for PCTV for SOTC,2019-04-03 19:56:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-03-15,19:49:00,2019-03-15 19:49:00
Quality Assurance and Risk Manag,Civic Handout Update,2019-04-03 20:12:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Video Editing, Technical Documentation, Graphic Design, Proofreading and Quality Assurance",2019-03-15,19:51:00,2019-03-15 19:51:00
Quality Assurance and Risk Mgmt,Update 2020 Census Webpages/Rosters,2019-04-06 15:26:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,Website Programming,2019-03-19,16:19:00,2019-03-19 16:19:00
Academic Affairs & Staff Development,LinkedIn Learning employee video,2019-04-16 19:03:00,kfoulstone0@instagram.com,Video Editing and Production,Fatima Zahra El Idrissi,Video Editing and Production,2019-03-26,22:07:00,2019-03-26 22:07:00
Quality Assurance and Risk Mgmt,Add Documents to 2020 Core Committee Page,2019-04-16 19:04:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,Website Programming,2019-04-03,19:51:00,2019-04-03 19:51:00
Quality Assurance and Risk Mgmt,White River High School Election Video,2019-04-16 19:04:00,kfoulstone0@instagram.com,Video Editing and Production,Fatima Zahra El Idrissi,No Skill,2019-04-03,19:56:00,2019-04-03 19:56:00
Quality Assurance and Risk Manag,Pet License Roster Web Edits,2019-04-16 19:05:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,Website Programming,2019-04-03,20:12:00,2019-04-03 20:12:00
Academic Affairs & Staff Development,Design Outreach Displays,2019-04-16 19:06:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Graphic Design, Technical Documentation",2019-04-06,15:26:00,2019-04-06 15:26:00
Tech Communication and Media,Social Planning,2019-04-16 19:06:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:03:00,2019-04-16 19:03:00
Technical Comm and Media,Social Planning,2019-04-16 19:08:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:04:00,2019-04-16 19:04:00
Technical Communication & Media,Social Planning,2019-04-16 19:11:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:04:00,2019-04-16 19:04:00
Technical Comm and Media,Social Planning,2019-04-16 19:12:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:05:00,2019-04-16 19:05:00
Technical Comm and Media,Social Planning,2019-04-16 19:14:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:06:00,2019-04-16 19:06:00
Technical Communication & Media,Social Planning,2019-04-16 19:17:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:06:00,2019-04-16 19:06:00
Quality Assurance and Risk Manag,April 23 Special Election at a Glance,2019-04-16 19:24:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,Graphic Design,2019-04-16,19:08:00,2019-04-16 19:08:00
Quality Assurance and Risk Mgmt,Update Branding Guidelines for Auditor's Office,2019-04-16 19:24:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-04-16,19:11:00,2019-04-16 19:11:00
Quality Assurance & Risk Management,Edit WSACA Legislative Handout Insert,2019-04-17 17:46:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Proofreading and Quality Assurance, Graphic Design",2019-04-16,19:12:00,2019-04-16 19:12:00
Quality Assurance & Risk Management,Update 2020 Census Countdown Timer,2019-04-17 17:50:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,Website Programming,2019-04-16,19:14:00,2019-04-16 19:14:00
Quality Assurance and Risk Mgmt,PRIA Local Event Invitation,2019-04-17 17:51:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design, Proofreading and Quality Assurance",2019-04-16,19:17:00,2019-04-16 19:17:00
Environmental and Civil Engin,Chambers New Greens PCTV Video on Social,2019-04-17 17:51:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:24:00,2019-04-16 19:24:00
Environmental and Civil Eng,New Greens/Re-opening Announcement for Chambers Bay,2019-04-17 17:52:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-16,19:24:00,2019-04-16 19:24:00
Quality Assurance and Risk Mgmt,Spanish Language Day Video for Social,2019-04-17 17:52:00,kfoulstone0@instagram.com,Video Editing and Production,Fatima Zahra El Idrissi,"Social Media Strategy, Video Editing and Production",2019-04-17,17:46:00,2019-04-17 17:46:00
Quality Assurance and Risk Manag,Social Planning,2019-04-17 17:53:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,No Skill,2019-04-17,17:50:00,2019-04-17 17:50:00
Quality Assurance and Risk Manag,Social Planning,2019-04-23 15:15:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,No Skill,2019-04-17,17:51:00,2019-04-17 17:51:00
Quality Assurance and Risk Manag,Social Planning,2019-04-23 18:11:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,No Skill,2019-04-17,17:51:00,2019-04-17 17:51:00
Quality Assurance and Risk Manag,Social Planning,2019-04-23 18:12:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-17,17:52:00,2019-04-17 17:52:00
Quality Assurance and Risk Mgmt,Social Planning,2019-04-29 20:01:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-17,17:52:00,2019-04-17 17:52:00
Quality Assurance and Risk Manag,Social Planning,2019-04-30 19:26:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-17,17:53:00,2019-04-17 17:53:00
Quality Assurance and Risk Mgmt,Felony Convictions Voting Information Card,2019-04-30 19:28:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-04-23,15:15:00,2019-04-23 15:15:00
Technical Communication & Media,Social Planning,2019-04-30 19:38:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-23,18:11:00,2019-04-23 18:11:00
Quality Assurance and Risk Manag,Social Planning,2019-04-30 20:22:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-04-23,18:12:00,2019-04-23 18:12:00
Quality Assurance and Risk Mgmt,Update Employee Newsletter,2019-05-02 18:43:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Graphic Design, Proofreading and Quality Assurance",2019-04-29,20:01:00,2019-04-29 20:01:00
Quality Assurance and Risk Manag,Update Letterhead,2019-05-02 20:13:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-04-30,19:26:00,2019-04-30 19:26:00
Quality Assurance and Risk Manag,Add New Pet License Agent to Website,2019-05-02 22:17:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,Website Programming,2019-04-30,19:28:00,2019-04-30 19:28:00
Financal Engineering,Benefits Guide update,2019-05-06 15:40:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,No Skill,2019-04-30,19:38:00,2019-04-30 19:38:00
Quality Assurance and Risk Manag,Point of Assistant Logo,2019-05-07 16:09:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,Graphic Design,2019-04-30,20:22:00,2019-04-30 20:22:00
Financal Engineering,Event Flyer for Meet and Greets,2019-05-07 18:20:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-05-02,18:43:00,2019-05-02 18:43:00
Quality Assurance and Risk Manag,"Rebrand ""Be a Pierce County Voter"" Logo Badges",2019-05-08 17:11:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Social Media Strategy, Website Programming, Graphic Design",2019-05-02,20:13:00,2019-05-02 20:13:00
Quality Assurance and Risk Mgmt,Create Clallam County version of Point of Assistance Logo,2019-05-08 17:12:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,No Skill,2019-05-02,22:17:00,2019-05-02 22:17:00
Quality Assurance & Risk Management,Translated Magnets for Drop,2019-05-08 17:53:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,No Skill,2019-05-06,15:40:00,2019-05-06 15:40:00
Quality Assurance and Risk Manag,When a Loved One Dies Brochure - Edits and Prints,2019-05-13 19:24:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-05-07,16:09:00,2019-05-07 16:09:00
Quality Assurance & Risk Management,Point of Assistance Training Material Graphics,2019-05-13 19:36:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-05-07,18:20:00,2019-05-07 18:20:00
Quality Assurance and Risk Mgmt,Submit 2020 Census Materials for Translation,2019-05-13 19:38:00,kfoulstone0@instagram.com,Technical Writing,Fatima Zahra El Idrissi,No Skill,2019-05-08,17:11:00,2019-05-08 17:11:00
Quality Assurance & Risk Management,Add Census Job to Website and Social,2019-05-13 19:39:00,kfoulstone0@instagram.com,Website Programming,Fatima Zahra El Idrissi,"Social Media Strategy, Website Programming",2019-05-08,17:12:00,2019-05-08 17:12:00
Academic Affairs and Staff Devel,Flyer for Recruitment Efforts,2019-05-13 19:39:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,Graphic Design,2019-05-08,17:53:00,2019-05-08 17:53:00
Quality Assurance & Risk Management,PRIA Local Materials,2019-05-13 19:40:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,Technical Documentation,2019-05-13,19:24:00,2019-05-13 19:24:00
Technical Comm and Media,Analytics for Q1,2019-05-13 19:41:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-05-13,19:36:00,2019-05-13 19:36:00
Tech Communication and Media,Social Planning,2019-05-13 19:41:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-05-13,19:38:00,2019-05-13 19:38:00
Technical Comm and Media,Social Planning,2019-05-13 19:43:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-05-13,19:39:00,2019-05-13 19:39:00
Quality Assurance and Risk Manag,Social Planning,2019-05-16 19:31:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-05-13,19:39:00,2019-05-13 19:39:00
Quality Assurance & Risk Management,Social Planning,2019-05-16 19:33:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-05-13,19:40:00,2019-05-13 19:40:00
Quality Assurance & Risk Management,Social Planning,2019-05-16 20:19:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-05-13,19:41:00,2019-05-13 19:41:00
Tech Communication and Media,Social Planning,2019-05-16 20:24:00,kfoulstone0@instagram.com,Social Media Strategy,Fatima Zahra El Idrissi,Social Media Strategy,2019-05-13,19:41:00,2019-05-13 19:41:00
Governance and Poli stud,Council Committee Priorities Brochure Design,2019-05-23 18:20:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-05-13,19:43:00,2019-05-13 19:43:00
Quality Assurance and Risk Manag,SWAG Reorder/New SWAG,2019-05-31 17:24:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Graphic Design, Technical Documentation",2019-05-16,19:31:00,2019-05-16 19:31:00
Quality Assurance and Risk Mgmt,Design New Elections Apparel,2019-05-31 17:26:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-05-16,19:33:00,2019-05-16 19:33:00
Quality Assurance & Risk Management,Rebrand All TV Screen Slides,2019-05-31 17:27:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,Graphic Design,2019-05-16,20:19:00,2019-05-16 20:19:00
Quality Assurance and Risk Mgmt,Lobby Wayfinding,2019-05-31 17:41:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-05-16,20:24:00,2019-05-16 20:24:00
Quality Assurance & Risk Management,Updated Business Cards,2019-05-31 19:20:00,kfoulstone0@instagram.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Fatima Zahra El Idrissi,"Technical Documentation, Graphic Design",2019-05-23,18:20:00,2019-05-23 18:20:00
